Potential Name,Potential Owner,Created Time,Closing Date,Amount,Expected Revenue,Stage,Forecast Type,Type,Lead Source,Probability,Age in Days,Age Tier,Amount Tier,LEADID,Tasks Involved,Events Involved,Calls Involved,Activities Involved,Campaign Id
"Welch, Bruce",Pete Zachariah,"09 Aug, 2020 00:06:00","07 Sep, 2020 00:07:00","$205,400.00","$218,400.00",Prospect,Open,New Business,Sales Mail Alias,0,29,1. 0 - 60 days,5. Above 40K,4394,Yes,Yes,No,Yes,24000097
"Fulkerson, Virginia",Rozario Diego,"08 Aug, 2020 00:06:00","07 Sep, 2020 00:07:00","$23,300.00","$27,200.00",Initial Offer,Open,New Business,Public Relations,100,30,1. 0 - 60 days,"3. $20,001 - $30K",3727,No,No,No,No,24000072
"Miles, Stephen",Thomas Mondrake,"08 Aug, 2020 00:06:00","30 Aug, 2020 00:07:00","$29,400.00","$27,100.00",Qualification,Open,Existing Business,Trade Show,25,22,1. 0 - 60 days,"3. $20,001 - $30K",4439,Yes,No,No,Yes,24000098
"Bauman, Lawrence",Augustine Paul,"08 Aug, 2020 00:06:00","21 Jan, 2021 00:12:00","$91,400.00","$99,150.00",Qualification,Open,New Business,External Referral,100,166,3. 121 - 180 days,5. Above 40K,1124,No,No,No,No,24000005
"Young, William",David Love,"08 Aug, 2020 00:06:00","01 Sep, 2020 00:07:00","$13,800.00","$15,550.00",Qualification,Open,New Business,Sales Mail Alias,0,24,1. 0 - 60 days,"2. $10,001 - $20K",3754,No,No,No,No,24000073
"Smith, Omar",Roger Terrence,"08 Aug, 2020 00:06:00","07 Sep, 2020 00:07:00","$27,100.00","$21,900.00",Closed Lost,Lost,New Business,Advertisement,100,30,1. 0 - 60 days,"3. $20,001 - $30K",4784,No,No,No,No,24000108
"Celestine, Gary",Roger Terrence,"07 Aug, 2020 00:06:00","03 Sep, 2020 00:07:00","$245,000.00","$207,950.00",Closed Won,Won,New Business,OnlineStore,100,27,1. 0 - 60 days,5. Above 40K,3649,No,Yes,Yes,Yes,24000071
"Sumner, Russell",Lazar Mathew,"07 Aug, 2020 00:06:00","03 Sep, 2020 00:07:00","$231,900.00","$214,800.00",Initial Offer,Open,New Business,Cold Call,20,27,1. 0 - 60 days,5. Above 40K,4838,Yes,No,No,Yes,24000109
"Wilson, Bernie",Augustine Paul,"07 Aug, 2020 00:06:00","07 Jan, 2021 00:11:00","$20,100.00","$21,200.00",Initial Offer,Open,New Business,Partner,100,153,3. 121 - 180 days,"3. $20,001 - $30K",1781,No,No,No,No,24000022
"Nixon, Pauline",Jasmine Frank,"07 Aug, 2020 00:06:00","29 Sep, 2020 00:08:00","$8,400.00","$10,950.00",Closed Won,Won,Existing Business,Advertisement,20,53,1. 0 - 60 days,1. 0 - $10K,4550,Yes,Yes,Yes,Yes,24000100
"Carpenter, Phillip",Roger Terrence,"07 Aug, 2020 00:06:00","05 Jan, 2021 00:11:00","$94,700.00","$99,250.00",Qualification,Open,Existing Business,Partner,10,151,3. 121 - 180 days,5. Above 40K,1404,No,No,No,No,24000011
"Rine, Steven",Santa Cruz Clara,"06 Aug, 2020 00:06:00","30 Aug, 2020 00:07:00","$79,800.00","$54,100.00",Needs Analysis,Open,New Business,External Referral,100,24,1. 0 - 60 days,5. Above 40K,3707,Yes,No,No,Yes,24000072
"Graham, Robert",David Love,"06 Aug, 2020 00:06:00","05 Sep, 2020 00:07:00","$9,600.00","$7,300.00",Qualification,Open,New Business,Web Research,10,30,1. 0 - 60 days,1. 0 - $10K,4531,No,No,No,No,24000099
"Diaz, Lucia",Tina Thomas,"06 Aug, 2020 00:06:00","13 Jan, 2021 00:11:00","$217,600.00","$237,500.00",Needs Analysis,Open,New Business,Trade Show,100,160,3. 121 - 180 days,5. Above 40K,1127,No,No,No,No,24000005
"Lai, Daniel",Augustine Paul,"06 Aug, 2020 00:06:00","06 Sep, 2020 00:07:00","$146,800.00","$114,500.00",Closed Won,Won,New Business,Advertisement,80,31,1. 0 - 60 days,5. Above 40K,4756,Yes,Yes,No,Yes,24000108
"Basel, Michael",Pete Zachariah,"06 Aug, 2020 00:06:00","06 Sep, 2020 00:07:00","$97,300.00","$109,550.00",Closed Won,Won,New Business,Employee Referral,20,31,1. 0 - 60 days,5. Above 40K,4804,Yes,Yes,No,Yes,24000109
"Hall, Dorothy",Thomas Mondrake,"06 Aug, 2020 00:06:00","10 Jan, 2021 00:11:00","$6,300.00","$9,800.00",Qualification,Open,New Business,Public Relations,20,157,3. 121 - 180 days,1. 0 - $10K,1440,No,No,No,No,24000011
"Feliciano, Kim",Tina Thomas,"05 Aug, 2020 00:06:00","02 Sep, 2020 00:07:00","$249,700.00","$224,700.00",Prospect,Open,Existing Business,Sales Mail Alias,100,28,1. 0 - 60 days,5. Above 40K,3521,Yes,No,Yes,Yes,24000069
"Moore, Kevin",David Love,"05 Aug, 2020 00:06:00","13 Jan, 2021 00:11:00","$31,700.00","$16,200.00",Initial Offer,Open,New Business,Employee Referral,100,161,3. 121 - 180 days,"4. $30,001 - $40K",1086,No,No,No,No,24000004
"Crowe, Kristin",Santa Cruz Clara,"05 Aug, 2020 00:06:00","02 Oct, 2020 00:08:00","$8,600.00","$6,650.00",Closed Won,Won,New Business,Public Relations,10,58,1. 0 - 60 days,1. 0 - $10K,3700,No,No,Yes,Yes,24000072
"Burk, Willie",Jasmine Frank,"04 Aug, 2020 00:06:00","01 Sep, 2020 00:07:00","$8,900.00","$19,050.00",Closed Lost,Lost,Existing Business,External Referral,25,28,1. 0 - 60 days,1. 0 - $10K,3590,No,No,No,No,24000070
"Moon, Pauline",Lazar Mathew,"04 Aug, 2020 00:06:00","27 Sep, 2020 00:08:00","$16,100.00","$26,100.00",Closed Won,Won,New Business,External Referral,80,54,1. 0 - 60 days,"2. $10,001 - $20K",3698,Yes,Yes,Yes,Yes,24000072
"Larson, Tommy",Santa Cruz Clara,"04 Aug, 2020 00:06:00","29 Aug, 2020 00:07:00","$98,000.00","$103,000.00",Needs Analysis,Open,New Business,External Referral,100,25,1. 0 - 60 days,5. Above 40K,4706,Yes,No,No,Yes,24000107
"Salley, James",Augustine Paul,"04 Aug, 2020 00:06:00","02 Oct, 2020 00:08:00","$80,600.00","$41,100.00",Closed Won,Won,New Business,Sales Mail Alias,20,59,1. 0 - 60 days,5. Above 40K,4529,Yes,Yes,Yes,Yes,24000099
"Ballard, Tracey",Thomas Mondrake,"04 Aug, 2020 00:06:00","04 Sep, 2020 00:07:00","$22,700.00","$21,400.00",Qualification,Open,New Business,Partner,10,31,1. 0 - 60 days,"3. $20,001 - $30K",3941,No,No,No,No,24000078
"Vital, Jennifer",Harold Pawlan,"04 Aug, 2020 00:06:00","05 Dec, 2020 00:10:00","$5,900.00","$10,200.00",Qualification,Open,Existing Business,Public Relations,10,123,3. 121 - 180 days,1. 0 - $10K,1432,No,No,No,No,24000011
"Kincaid, Josie",Pete Zachariah,"03 Aug, 2020 00:06:00","05 Dec, 2020 00:10:00","$227,500.00","$232,500.00",Initial Offer,Open,Existing Business,Public Relations,0,124,3. 121 - 180 days,5. Above 40K,1495,No,No,No,No,24000012
"Jackson, Adam",Tina Thomas,"03 Aug, 2020 00:06:00","02 Oct, 2020 00:08:00","$82,700.00","$61,200.00",Closed Won,Won,Existing Business,Cold Call,10,60,1. 0 - 60 days,5. Above 40K,3857,Yes,No,No,Yes,24000077
"Shelton, Margaret",Lazar Mathew,"03 Aug, 2020 00:06:00","02 Sep, 2020 00:07:00","$20,300.00","$32,200.00",Closed Won,Won,New Business,Public Relations,10,30,1. 0 - 60 days,"3. $20,001 - $30K",4483,Yes,Yes,No,Yes,24000099
"Madrid, Carlos",Jasmine Frank,"03 Aug, 2020 00:06:00","27 Aug, 2020 00:07:00","$8,300.00","$13,500.00",Needs Analysis,Open,New Business,Sales Mail Alias,25,24,1. 0 - 60 days,1. 0 - $10K,4628,No,No,No,No,24000103
"Nguyen, Timothy",Thomas Mondrake,"03 Aug, 2020 00:06:00","25 Dec, 2020 00:11:00","$8,600.00","$9,650.00",Closed Lost,Lost,New Business,Trade Show,20,144,3. 121 - 180 days,1. 0 - $10K,1874,No,No,No,No,24000024
"Hall, Brandon",David Love,"03 Aug, 2020 00:06:00","27 Aug, 2020 00:07:00","$136,500.00","$140,600.00",Needs Analysis,Open,New Business,Advertisement,25,24,1. 0 - 60 days,5. Above 40K,4747,Yes,Yes,No,Yes,24000108
"Bergman, Amy",Rozario Diego,"03 Aug, 2020 00:06:00","02 Sep, 2020 00:07:00","$236,800.00","$200,200.00",Qualification,Open,New Business,External Referral,100,30,1. 0 - 60 days,5. Above 40K,3572,Yes,No,No,Yes,24000069
"Bailey, Jeremiah",Santa Cruz Clara,"03 Aug, 2020 00:06:00","07 Sep, 2020 00:07:00","$86,400.00","$98,300.00",Closed Won,Won,Existing Business,Web Research,20,35,1. 0 - 60 days,5. Above 40K,4548,Yes,Yes,No,Yes,24000100
"Hudson, Kathleen",Jasmine Frank,"03 Aug, 2020 00:06:00","04 Sep, 2020 00:07:00","$73,800.00","$67,300.00",Closed Lost,Lost,New Business,Cold Call,100,32,1. 0 - 60 days,5. Above 40K,4488,Yes,Yes,No,Yes,24000099
"Moore, Patrick",Santa Cruz Clara,"02 Aug, 2020 00:06:00","26 Aug, 2020 00:07:00","$23,100.00","$28,900.00",Closed Won,Won,New Business,Cold Call,90,24,1. 0 - 60 days,"3. $20,001 - $30K",4371,No,No,No,No,24000096
"Cupp, Kimberly",Roger Terrence,"02 Aug, 2020 00:06:00","24 Aug, 2020 00:07:00","$13,200.00","$15,000.00",Needs Analysis,Open,New Business,Advertisement,80,22,1. 0 - 60 days,"2. $10,001 - $20K",3847,No,No,No,No,24000077
"Jordan, Dawn",Harold Pawlan,"02 Aug, 2020 00:06:00","28 Sep, 2020 00:08:00","$9,900.00","$17,350.00",Closed Won,Won,New Business,Cold Call,20,57,1. 0 - 60 days,1. 0 - $10K,4615,Yes,No,Yes,Yes,24000102
"Fagan, Elsie",Rozario Diego,"02 Aug, 2020 00:06:00","01 Sep, 2020 00:07:00","$9,600.00","$10,900.00",Qualification,Open,New Business,Advertisement,100,30,1. 0 - 60 days,1. 0 - $10K,3615,No,No,No,No,24000070
"Serrano, Stephen",Tina Thomas,"02 Aug, 2020 00:06:00","26 Aug, 2020 00:07:00","$5,900.00","$6,800.00",Closed Lost,Lost,Existing Business,Public Relations,20,24,1. 0 - 60 days,1. 0 - $10K,3996,Yes,No,No,Yes,24000080
"Brinkman, Miguel",David Love,"02 Aug, 2020 00:06:00","09 Sep, 2020 00:07:00","$26,000.00","$24,500.00",Closed Lost,Lost,Existing Business,OnlineStore,100,38,1. 0 - 60 days,"3. $20,001 - $30K",4351,Yes,Yes,No,Yes,24000095
"Burns, Debra",Tina Thomas,"02 Aug, 2020 00:06:00","07 Sep, 2020 00:07:00","$31,600.00","$22,300.00",Needs Analysis,Open,Existing Business,OnlineStore,100,36,1. 0 - 60 days,"4. $30,001 - $40K",4027,No,No,No,No,24000082
"Stephens, Jerry",Santa Cruz Clara,"01 Aug, 2020 00:06:00","25 Aug, 2020 00:07:00","$218,400.00","$215,950.00",Qualification,Open,New Business,Cold Call,100,24,1. 0 - 60 days,5. Above 40K,4065,Yes,Yes,No,Yes,24000083
"Woody, Agustin",Jasmine Frank,"01 Aug, 2020 00:06:00","23 Aug, 2020 00:07:00","$14,000.00","$15,900.00",Prospect,Open,New Business,External Referral,20,22,1. 0 - 60 days,"2. $10,001 - $20K",4508,No,No,No,No,24000099
"Caldwell, Bonnie",Augustine Paul,"01 Aug, 2020 00:06:00","03 Sep, 2020 00:07:00","$91,900.00","$103,900.00",Qualification,Open,Existing Business,Public Relations,20,33,1. 0 - 60 days,5. Above 40K,4582,Yes,Yes,No,Yes,24000102
"Newton, Susan",Rozario Diego,"31 Jul, 2020 00:06:00","23 Aug, 2020 00:07:00","$84,700.00","$97,300.00",Qualification,Open,New Business,External Referral,20,23,1. 0 - 60 days,5. Above 40K,4725,Yes,No,No,Yes,24000107
"Greenwood, Betsy",Roger Terrence,"31 Jul, 2020 00:06:00","25 Aug, 2020 00:07:00","$28,000.00","$18,800.00",Closed Lost,Lost,Existing Business,Partner,0,25,1. 0 - 60 days,"3. $20,001 - $30K",4436,No,No,No,No,24000097
"Thornton, Eliza",Augustine Paul,"31 Jul, 2020 00:06:00","27 Aug, 2020 00:07:00","$20,900.00","$28,200.00",Closed Lost,Lost,New Business,External Referral,0,27,1. 0 - 60 days,"3. $20,001 - $30K",4364,Yes,Yes,No,Yes,24000095
"Ayala, Robert",David Love,"31 Jul, 2020 00:06:00","03 Jan, 2021 00:11:00","$14,600.00","$11,600.00",Prospect,Open,New Business,Public Relations,100,156,3. 121 - 180 days,"2. $10,001 - $20K",1476,No,No,No,No,24000012
"Graham, Robert",Harold Pawlan,"30 Jul, 2020 00:06:00","25 Aug, 2020 00:07:00","$80,400.00","$49,100.00",Closed Won,Won,Existing Business,Cold Call,100,26,1. 0 - 60 days,5. Above 40K,3831,No,No,No,No,24000077
"Keller, William",David Love,"30 Jul, 2020 00:06:00","21 Aug, 2020 00:07:00","$18,100.00","$17,100.00",Needs Analysis,Open,New Business,Web Research,0,22,1. 0 - 60 days,"2. $10,001 - $20K",3801,Yes,Yes,Yes,Yes,24000076
"Kirk, Rebecca",Roger Terrence,"30 Jul, 2020 00:06:00","03 Sep, 2020 00:07:00","$29,900.00","$19,200.00",Qualification,Open,New Business,External Referral,0,35,1. 0 - 60 days,"3. $20,001 - $30K",4741,Yes,Yes,No,Yes,24000108
"Christie, Emily",Tina Thomas,"30 Jul, 2020 00:06:00","05 Sep, 2020 00:07:00","$8,800.00","$15,600.00",Needs Analysis,Open,Existing Business,Public Relations,100,37,1. 0 - 60 days,1. 0 - $10K,4024,Yes,Yes,No,Yes,24000082
"Tuttle, Willie",Santa Cruz Clara,"30 Jul, 2020 00:06:00","04 Sep, 2020 00:07:00","$9,700.00","$4,800.00",Prospect,Open,New Business,Sales Mail Alias,90,36,1. 0 - 60 days,1. 0 - $10K,3512,No,No,No,No,24000068
"Smith, Melissa",Jasmine Frank,"30 Jul, 2020 00:06:00","06 Sep, 2020 00:07:00","$13,100.00","$13,150.00",Proposal/Price Quote,Open,New Business,Cold Call,100,38,1. 0 - 60 days,"2. $10,001 - $20K",3597,No,Yes,Yes,Yes,24000070
"Mahoney, Elizabeth",Thomas Mondrake,"29 Jul, 2020 00:06:00","06 Jan, 2021 00:11:00","$22,200.00","$19,200.00",Qualification,Open,New Business,Public Relations,20,161,3. 121 - 180 days,"3. $20,001 - $30K",1423,No,No,No,No,24000011
"Smith, Kristin",Roger Terrence,"29 Jul, 2020 00:06:00","23 Aug, 2020 00:07:00","$35,000.00","$28,200.00",Closed Won,Won,New Business,Partner,100,25,1. 0 - 60 days,"4. $30,001 - $40K",3743,No,No,No,No,24000073
"Hubbard, Paul",Harold Pawlan,"29 Jul, 2020 00:06:00","29 Aug, 2020 00:07:00","$18,900.00","$16,100.00",Qualification,Open,New Business,Employee Referral,20,31,1. 0 - 60 days,"2. $10,001 - $20K",4795,No,No,No,No,24000108
"Lutes, Angela",Santa Cruz Clara,"29 Jul, 2020 00:06:00","27 Aug, 2020 00:07:00","$19,000.00","$27,200.00",Prospect,Open,New Business,Trade Show,0,29,1. 0 - 60 days,"2. $10,001 - $20K",4637,Yes,No,No,Yes,24000103
"Zackery, William",Santa Cruz Clara,"28 Jul, 2020 00:06:00","24 Aug, 2020 00:07:00","$7,800.00","$7,400.00",Closed Won,Won,New Business,Web Research,10,27,1. 0 - 60 days,1. 0 - $10K,3639,No,No,No,No,24000071
"Newton, Ray",Roger Terrence,"28 Jul, 2020 00:06:00","03 Sep, 2020 00:07:00","$7,400.00","$5,000.00",Closed Won,Won,New Business,Trade Show,100,37,1. 0 - 60 days,1. 0 - $10K,4772,No,No,No,No,24000108
"Burger, Carmen",David Love,"28 Jul, 2020 00:06:00","22 Aug, 2020 00:07:00","$89,200.00","$107,350.00",Closed Lost,Lost,New Business,Sales Mail Alias,25,25,1. 0 - 60 days,5. Above 40K,3602,Yes,No,No,Yes,24000070
"Beedle, Greta",David Love,"28 Jul, 2020 00:06:00","02 Sep, 2020 00:07:00","$88,400.00","$104,100.00",Proposal/Price Quote,Open,New Business,Sales Mail Alias,100,36,1. 0 - 60 days,5. Above 40K,4475,Yes,No,No,Yes,24000099
"Gammons, James",Tina Thomas,"27 Jul, 2020 00:06:00","03 Sep, 2020 00:07:00","$29,400.00","$24,000.00",Closed Won,Won,New Business,Employee Referral,100,38,1. 0 - 60 days,"3. $20,001 - $30K",3670,Yes,No,No,Yes,24000071
"Vargas, Johnny",Augustine Paul,"27 Jul, 2020 00:06:00","08 Dec, 2020 00:10:00","$91,600.00","$96,150.00",Closed Won,Won,New Business,Cold Call,10,134,3. 121 - 180 days,5. Above 40K,1014,No,No,No,No,24000001
"Summers, Robert",Pete Zachariah,"27 Jul, 2020 00:06:00","19 Aug, 2020 00:07:00","$19,700.00","$12,800.00",Qualification,Open,New Business,Public Relations,10,23,1. 0 - 60 days,"2. $10,001 - $20K",4086,No,No,No,No,24000084
"Johnson, Pamela",Augustine Paul,"26 Jul, 2020 00:06:00","13 Jan, 2021 00:11:00","$5,600.00","$4,700.00",Proposal/Price Quote,Open,New Business,Public Relations,80,171,3. 121 - 180 days,1. 0 - $10K,1179,No,No,No,No,24000006
"Bennett, Kathleen",Tina Thomas,"26 Jul, 2020 00:06:00","22 Dec, 2020 00:11:00","$203,100.00","$208,750.00",Qualification,Open,New Business,Trade Show,100,149,3. 121 - 180 days,5. Above 40K,1118,No,No,No,No,24000004
"Wilkinson, Lynna",Jasmine Frank,"26 Jul, 2020 00:06:00","19 Dec, 2020 00:11:00","$84,100.00","$97,550.00",Closed Won,Won,New Business,OnlineStore,20,146,3. 121 - 180 days,5. Above 40K,1381,No,No,No,No,24000011
"Whittaker, Alma",Thomas Mondrake,"26 Jul, 2020 00:06:00","05 Sep, 2020 00:07:00","$232,700.00","$236,450.00",Closed Won,Won,New Business,Advertisement,100,41,1. 0 - 60 days,5. Above 40K,3596,No,No,No,No,24000070
"Devries, Armando",Rozario Diego,"26 Jul, 2020 00:06:00","20 Aug, 2020 00:07:00","$29,300.00","$29,000.00",Qualification,Open,New Business,Web Research,25,25,1. 0 - 60 days,"3. $20,001 - $30K",4423,Yes,Yes,No,Yes,24000097
"Diggs, Dennis",Roger Terrence,"25 Jul, 2020 00:06:00","03 Sep, 2020 00:07:00","$16,500.00","$16,250.00",Closed Won,Won,New Business,External Referral,0,40,1. 0 - 60 days,"2. $10,001 - $20K",3949,No,No,No,No,24000078
"Carson, Gregory",Lazar Mathew,"25 Jul, 2020 00:06:00","13 Jan, 2021 00:11:00","$238,700.00","$204,250.00",Qualification,Open,New Business,Public Relations,0,172,3. 121 - 180 days,5. Above 40K,1269,No,No,No,No,24000008
"Soileau, Stephanie",Lazar Mathew,"25 Jul, 2020 00:06:00","21 Nov, 2020 00:10:00","$21,200.00","$18,100.00",Qualification,Open,Existing Business,Public Relations,10,119,2. 61 - 120 days,"3. $20,001 - $30K",1548,No,No,No,No,24000015
"Jones, Juan",Santa Cruz Clara,"25 Jul, 2020 00:06:00","16 Aug, 2020 00:07:00","$14,300.00","$13,500.00",Qualification,Open,Existing Business,Public Relations,100,22,1. 0 - 60 days,"2. $10,001 - $20K",4132,No,No,No,No,24000085
"Bishop, Michelle",Tina Thomas,"24 Jul, 2020 00:06:00","30 Dec, 2020 00:11:00","$18,300.00","$13,650.00",Initial Offer,Open,New Business,Employee Referral,100,159,3. 121 - 180 days,"2. $10,001 - $20K",1195,No,No,No,No,24000007
"Baez, Virginia",Rozario Diego,"24 Jul, 2020 00:06:00","01 Sep, 2020 00:07:00","$114,800.00","$140,700.00",Closed Lost,Lost,New Business,OnlineStore,90,39,1. 0 - 60 days,5. Above 40K,3846,No,No,Yes,Yes,24000077
"Finley, Henry",Rozario Diego,"24 Jul, 2020 00:06:00","03 Sep, 2020 00:07:00","$13,800.00","$15,500.00",Qualification,Open,New Business,Public Relations,100,41,1. 0 - 60 days,"2. $10,001 - $20K",3780,Yes,Yes,No,Yes,24000075
"Gilbert, Shannon",David Love,"24 Jul, 2020 00:06:00","07 Sep, 2020 00:07:00","$236,600.00","$236,100.00",Qualification,Open,New Business,Trade Show,20,45,1. 0 - 60 days,5. Above 40K,3621,No,No,No,No,24000070
"Rodriguez, Marvin",Santa Cruz Clara,"23 Jul, 2020 00:06:00","23 Aug, 2020 00:07:00","$10,800.00","$19,650.00",Qualification,Open,Existing Business,Partner,0,31,1. 0 - 60 days,"2. $10,001 - $20K",3869,Yes,No,Yes,Yes,24000077
"Ortiz, Devon",Rozario Diego,"23 Jul, 2020 00:06:00","21 Nov, 2020 00:10:00","$96,000.00","$100,750.00",Closed Lost,Lost,Existing Business,Public Relations,100,121,3. 121 - 180 days,5. Above 40K,1926,No,No,No,No,24000024
"Glass, Ben",Harold Pawlan,"23 Jul, 2020 00:06:00","15 Aug, 2020 00:07:00","$21,200.00","$17,700.00",Qualification,Open,New Business,Cold Call,20,23,1. 0 - 60 days,"3. $20,001 - $30K",3749,No,No,No,No,24000073
"Hart, Jerome",Tina Thomas,"22 Jul, 2020 00:05:00","21 Sep, 2020 00:08:00","$227,500.00","$213,100.00",Closed Won,Won,New Business,Trade Show,25,61,2. 61 - 120 days,5. Above 40K,3800,No,No,No,No,24000076
"Sanders, Latonya",Roger Terrence,"22 Jul, 2020 00:05:00","18 Sep, 2020 00:08:00","$7,800.00","$6,900.00",Closed Won,Won,New Business,Employee Referral,20,58,1. 0 - 60 days,1. 0 - $10K,3734,Yes,Yes,Yes,Yes,24000072
"Madrid, Dorothy",Roger Terrence,"22 Jul, 2020 00:05:00","28 Dec, 2020 00:11:00","$86,700.00","$92,350.00",Needs Analysis,Open,Existing Business,External Referral,10,159,3. 121 - 180 days,5. Above 40K,1960,No,No,No,No,24000026
"Fitzgerald, Clifford",Roger Terrence,"22 Jul, 2020 00:05:00","01 Oct, 2020 00:08:00","$120,800.00","$124,250.00",Closed Won,Won,Existing Business,Cold Call,20,71,2. 61 - 120 days,5. Above 40K,3984,No,No,Yes,Yes,24000080
"Wildermuth, Bradley",Augustine Paul,"22 Jul, 2020 00:05:00","26 Aug, 2020 00:07:00","$9,200.00","$14,200.00",Closed Won,Won,New Business,Partner,100,35,1. 0 - 60 days,1. 0 - $10K,4787,Yes,No,Yes,Yes,24000108
"Brinkman, Miguel",Tina Thomas,"22 Jul, 2020 00:05:00","22 Dec, 2020 00:11:00","$23,800.00","$18,700.00",Initial Offer,Open,Existing Business,Web Research,100,153,3. 121 - 180 days,"3. $20,001 - $30K",1551,No,No,No,No,24000015
"Diggs, Dennis",Roger Terrence,"22 Jul, 2020 00:05:00","03 Sep, 2020 00:07:00","$8,400.00","$7,950.00",Qualification,Open,New Business,Advertisement,100,43,1. 0 - 60 days,1. 0 - $10K,4649,No,No,No,No,24000104
"Whyte, Joyce",Rozario Diego,"21 Jul, 2020 00:05:00","02 Sep, 2020 00:07:00","$14,200.00","$16,700.00",Closed Won,Won,Existing Business,Employee Referral,75,43,1. 0 - 60 days,"2. $10,001 - $20K",4453,Yes,Yes,No,Yes,24000098
"Jackson, Antonio",Tina Thomas,"21 Jul, 2020 00:05:00","07 Jan, 2021 00:11:00","$218,900.00","$247,050.00",Needs Analysis,Open,New Business,External Referral,100,170,3. 121 - 180 days,5. Above 40K,1006,No,No,No,No,24000000
"Johnson, Mary",Tina Thomas,"21 Jul, 2020 00:05:00","06 Sep, 2020 00:07:00","$29,400.00","$18,200.00",Closed Won,Won,New Business,Employee Referral,100,47,1. 0 - 60 days,"3. $20,001 - $30K",4767,No,No,No,No,24000108
"Hess, Jackie",Thomas Mondrake,"21 Jul, 2020 00:05:00","02 Sep, 2020 00:07:00","$217,400.00","$239,500.00",Needs Analysis,Open,Existing Business,Employee Referral,100,43,1. 0 - 60 days,5. Above 40K,3589,Yes,No,No,Yes,24000070
"Walker, Jennie",Harold Pawlan,"21 Jul, 2020 00:05:00","05 Sep, 2020 00:07:00","$207,300.00","$251,300.00",Closed Won,Won,New Business,Partner,75,46,1. 0 - 60 days,5. Above 40K,3690,No,No,No,No,24000072
"Rine, Steven",Jasmine Frank,"20 Jul, 2020 00:05:00","02 Oct, 2020 00:08:00","$29,300.00","$26,600.00",Closed Won,Won,Existing Business,Cold Call,100,74,2. 61 - 120 days,"3. $20,001 - $30K",4407,No,No,Yes,Yes,24000097
"Oxley, Thelma",Pete Zachariah,"20 Jul, 2020 00:05:00","16 Aug, 2020 00:07:00","$19,500.00","$15,800.00",Qualification,Open,Existing Business,Trade Show,100,27,1. 0 - 60 days,"2. $10,001 - $20K",3827,Yes,Yes,No,Yes,24000076
"Grice, Sheri",Harold Pawlan,"19 Jul, 2020 00:05:00","28 Sep, 2020 00:08:00","$92,300.00","$102,650.00",Closed Won,Won,New Business,Advertisement,0,71,2. 61 - 120 days,5. Above 40K,3929,No,No,No,No,24000078
"Jackson, Donald",Jasmine Frank,"19 Jul, 2020 00:05:00","15 Aug, 2020 00:07:00","$222,600.00","$211,150.00",Qualification,Open,New Business,Web Research,100,27,1. 0 - 60 days,5. Above 40K,4675,Yes,Yes,No,Yes,24000106
"Pacheco, Victor",Jasmine Frank,"19 Jul, 2020 00:05:00","05 Sep, 2020 00:07:00","$7,800.00","$7,100.00",Needs Analysis,Open,New Business,Employee Referral,20,48,1. 0 - 60 days,1. 0 - $10K,4021,No,No,No,No,24000082
"Alves, Maryann",Harold Pawlan,"19 Jul, 2020 00:05:00","07 Sep, 2020 00:07:00","$17,500.00","$14,750.00",Closed Won,Won,New Business,Trade Show,10,50,1. 0 - 60 days,"2. $10,001 - $20K",4808,Yes,Yes,No,Yes,24000109
"Cudney, David",Santa Cruz Clara,"19 Jul, 2020 00:05:00","22 Aug, 2020 00:07:00","$11,900.00","$10,850.00",Needs Analysis,Open,New Business,Trade Show,25,34,1. 0 - 60 days,"2. $10,001 - $20K",3630,No,No,No,No,24000071
"Soileau, Stephanie",Thomas Mondrake,"19 Jul, 2020 00:05:00","17 Sep, 2020 00:08:00","$219,400.00","$223,800.00",Closed Lost,Lost,New Business,Sales Mail Alias,20,60,1. 0 - 60 days,5. Above 40K,4348,Yes,No,No,Yes,24000095
