LEADID,Last Name,Company,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED,month_Created Time1
4648,Carlson,Joshua Doore,Harold Pawlan,JaninaRCarlson@jourrapide.com,212-909-2901,LocalShrinks.com,Education,Employee Referral,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
4649,Watson,National Tea,Pete Zachariah,TracyRWatson@fleckens.hu,863-852-0334,ScientificBet.com,Government/Military,Advertisement,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
4650,O'Connor,Mission Realty,David Love,ReneeKOConnor@einrot.com,678-843-1868,MommyQuestions.com,Education,Public Relations,Not Contacted,"14 Dec, 2020 00:10:00",Yes,December
4651,Clark,Ideal Garden Management,Tina Thomas,ErinMClark@jourrapide.com,910-350-5387,SoccerTowels.com,Communications,Partner,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
4652,Arnold,Best Products,Santa Cruz Clara,PaulSArnold@dayrep.com,617-261-5573,WirelessRelations.com,Service Provider,Public Relations,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
4653,Cook,Magik Lamp,Augustine Paul,JohnRCook@teleworm.us,818-333-1932,ShopPottery.com,IT Services,Partner,Contacted,"14 Dec, 2020 00:10:00",Yes,December
4654,Bragg,Dun Rite Lawn Care,Tina Thomas,CarolWBragg@jourrapide.com,720-253-0861,StrictlyFlowers.com,Consulting,Public Relations,Junk Lead,"14 Dec, 2020 00:10:00",Yes,December
4655,Stallings,Mars Music,Rozario Diego,JeanneMStallings@rhyta.com,209-485-8456,ParkingThread.com,Manufacturing,Employee Referral,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
4656,Bryan,The White Swan,Pete Zachariah,CharlesHBryan@einrot.com,781-872-2848,OldArena.com,Manufacturing,Advertisement,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
4657,South,Access Asia,Pete Zachariah,KathrynCSouth@rhyta.com,501-612-3344,GroundTransfer.com,Manufacturing,Partner,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
4658,Hayes,Rack N Sack,Jasmine Frank,GinaAHayes@cuvox.de,410-537-3156,CityFundraiser.com,Consulting,Sales Mail Alias,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
4659,Courtney,Great American Music,Augustine Paul,SusanMCourtney@cuvox.de,650-516-5397,SwingProfile.com,Manufacturing,Advertisement,Contacted,"14 Dec, 2020 00:10:00",Yes,December
4660,Hicks,Cut Rite Lawn Care,Augustine Paul,DeloresRHicks@armyspy.com,801-540-9997,ShareTalent.com,Technology,External Referral,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
3381,Belcher,Consumers and Consumers Express,Thomas Mondrake,DavidPBelcher@einrot.com,863-214-0452,CreditQuarterly.com,IT Services,Advertisement,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
4661,Belser,Destiny Realty Solutions,Harold Pawlan,NikiDBelser@dayrep.com,443-553-3263,HomemadeTips.com,Government/Military,Employee Referral,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
3382,Hills,Shoe Town,Lazar Mathew,DonaldRHills@superrito.com,469-245-1051,IMRooms.com,Service Provider,Online Store,Pre Qualified,"14 Dec, 2020 00:10:00",No,December
4662,Hutchinson,Big Apple,Rozario Diego,BobbySHutchinson@jourrapide.com,765-323-5423,PopLick.com,Service Provider,Advertisement,Contacted,"14 Dec, 2020 00:10:00",Yes,December
3383,Alvarado,Stop N Shop,Rozario Diego,JamesMAlvarado@gustr.com,607-797-7883,GrowSkin.com,Communications,Advertisement,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
4663,Patterson,Mervyn's,Tina Thomas,NitaKPatterson@gustr.com,213-738-1238,YouAudit.com,Consulting,Cold Call,Junk Lead,"14 Dec, 2020 00:10:00",Yes,December
3384,Lunsford,Garden Guru,Jasmine Frank,JamesSLunsford@einrot.com,423-866-5566,QuizBlock.com,Pharma,Online Store,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
3385,Guzman,Wickes Furniture,Roger Terrence,JosephTGuzman@teleworm.us,415-527-0980,ReverseAlarms.com,Service Provider,Web Research,Not Contacted,"14 Dec, 2020 00:10:00",Yes,December
3386,Otero,Karl's Shoes,Tina Thomas,PaulJOtero@gustr.com,843-459-5488,ExpressWeek.com,IT Services,Sales Mail Alias,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
3387,Rowe,Silo,Roger Terrence,KathyHRowe@teleworm.us,305-966-7077,CertifiedVoIP.com,Pharma,Trade Show,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
3388,Farrell,Sears Homelife,Jasmine Frank,AnthonyMFarrell@superrito.com,801-424-5681,FantasticGrass.com,Communications,Online Store,Contacted,"14 Dec, 2020 00:10:00",Yes,December
3389,Pierce,Lechters Housewares,Pete Zachariah,LouisTPierce@rhyta.com,732-224-3317,SyndicateSearch.com,Service Provider,Cold Call,Junk Lead,"14 Dec, 2020 00:10:00",Yes,December
3390,Johnson,Media Play,Rozario Diego,PattiMJohnson@jourrapide.com,317-263-0431,GraphTables.com,Communications,External Referral,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
3391,Carmichael,Big Apple,Santa Cruz Clara,CherylACarmichael@dayrep.com,503-730-1899,UniversalWipes.com,Pharma,Cold Call,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
3392,Butcher,Buena Vista Realty Service,Roger Terrence,FrankEButcher@superrito.com,540-955-4550,PictureClicks.com,Consulting,Partner,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
3393,Ogden,Rustler Steak House,Pete Zachariah,TimothyAOgden@superrito.com,954-465-4021,BasketballGreat.com,Government/Military,Public Relations,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
3394,Edwards,Integra Investment Plan,Tina Thomas,ArceliaWEdwards@cuvox.de,586-293-3774,FrozenNuts.com,Service Provider,Trade Show,Contacted,"14 Dec, 2020 00:10:00",Yes,December
3395,Studebaker,Patterson-Fletcher,Augustine Paul,EricRStudebaker@teleworm.us,419-402-4431,TipsTrader.com,Service Provider,Trade Show,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
2116,McWilliams,Rolling Thunder,Lazar Mathew,MarthaJMcWilliams@rhyta.com,240-580-2089,GreenerCarbon.com,Consulting,Partner,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
3396,Patterson,Paul's Record Hut,Pete Zachariah,DarnellJPatterson@cuvox.de,913-306-3832,FruitLaw.com,Pharma,Public Relations,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
2117,Garcia,The Happy Bear,Lazar Mathew,DorothySGarcia@rhyta.com,406-874-4921,FuelStrike.com,Manufacturing,Trade Show,Pre Qualified,"14 Dec, 2020 00:10:00",No,December
3397,Duet,Big Star Markets,Harold Pawlan,ValdaCDuet@teleworm.us,646-402-3166,PurpleCoach.com,Consulting,Advertisement,Contacted,"14 Dec, 2020 00:10:00",Yes,December
2118,Ullman,Sounds of Soul Records & Tapes,Thomas Mondrake,HueySUllman@teleworm.us,315-875-8077,LanguageScan.com,Service Provider,Partner,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
3398,Becker,Pomeroy's,Roger Terrence,ScottSBecker@fleckens.hu,785-455-2196,DenimLinks.com,Service Provider,Advertisement,Junk Lead,"14 Dec, 2020 00:10:00",Yes,December
2119,Dunlap,Warner Brothers Studio Store,Lazar Mathew,JacquelyneJDunlap@gustr.com,952-401-2887,GreenCounselor.com,Financial Services,Trade Show,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
2120,Guinn,Libera,Rozario Diego,AndreaDGuinn@superrito.com,215-725-6362,CasinoKnows.com,Manufacturing,Online Store,Not Contacted,"14 Dec, 2020 00:10:00",Yes,December
2121,Stephens,Deco Refreshments Inc.,Jasmine Frank,MaryTStephens@rhyta.com,240-895-8668,UniversalBulb.com,Financial Services,External Referral,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
2122,Sparks,Coon Chicken Inn,Roger Terrence,TheresaTSparks@gustr.com,903-425-5847,ExpressWeek.com,Government/Military,Public Relations,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
2123,Kesterson,Independent Investors,Tina Thomas,DeborahMKesterson@dayrep.com,775-908-3839,WirelessShades.com,Technology,Partner,Contacted,"14 Dec, 2020 00:10:00",Yes,December
2124,Bennett,Prestiga-Biz,Roger Terrence,JenniferJBennett@armyspy.com,207-797-2426,BasketballCourses.com,Manufacturing,Trade Show,Junk Lead,"14 Dec, 2020 00:10:00",No,December
2125,Martinez,Parade of Shoes,Jasmine Frank,SandraAMartinez@einrot.com,724-465-1232,SwingingLessons.com,IT Services,Advertisement,Attempted to Contact,"14 Dec, 2020 00:10:00",Yes,December
2126,Jones,Naugles,Pete Zachariah,BobbyDJones@teleworm.us,561-326-5573,DCHeadlines.com,IT Services,External Referral,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
2127,Black,Success Is Yours,Rozario Diego,HazelJBlack@armyspy.com,740-259-7121,FaxDealers.com,Manufacturing,Public Relations,Contact in Future,"14 Dec, 2020 00:10:00",Yes,December
2128,Dunn,The Original House of Pies,Santa Cruz Clara,WendellMDunn@superrito.com,337-788-0201,AbsoluteAndroid.com,Communications,Advertisement,Lost Lead,"14 Dec, 2020 00:10:00",Yes,December
2129,Solberg,Fireball,Roger Terrence,BerthaVSolberg@rhyta.com,502-233-2391,MacroMessaging.com,Government/Military,Partner,Contacted,"14 Dec, 2020 00:10:00",Yes,December
2130,Lewis,Golden's Distributors,Pete Zachariah,JosephELewis@cuvox.de,660-826-4323,MiniShed.com,Consulting,Sales Mail Alias,Pre Qualified,"14 Dec, 2020 00:10:00",Yes,December
2131,McKee,Gold Medal,Tina Thomas,LouisTMcKee@armyspy.com,717-830-8476,DecaturMaps.com,Financial Services,Online Store,Contact in Future,"14 Dec, 2020 00:10:00",No,December
2132,Geiger,Wilson's Jewelers,Augustine Paul,NancyKGeiger@dayrep.com,850-230-7327,NavigationDashboard.com,Communications,Public Relations,Contacted,"14 Dec, 2020 00:10:00",Yes,December
2133,Zeigler,Cherry & Webb,Pete Zachariah,AnnaKZeigler@armyspy.com,314-622-7699,CenturyBowl.com,Pharma,Online Store,Junk Lead,"14 Dec, 2020 00:10:00",Yes,December
4465,Niehaus,Netcore,Thomas Mondrake,ElizabethENiehaus@einrot.com,360-875-9207,PublishingDaily.com,Financial Services,Public Relations,Contacted,"08 Dec, 2020 00:10:00",Yes,December
4466,Davis,McMahan's Furniture,Rozario Diego,VictorRDavis@superrito.com,301-231-5151,MarketVoip.com,Financial Services,External Referral,Junk Lead,"08 Dec, 2020 00:10:00",Yes,December
4467,Pung,Kent's,David Love,HarryLPung@einrot.com,509-923-9583,PicCapture.com,Service Provider,External Referral,Attempted to Contact,"08 Dec, 2020 00:10:00",Yes,December
4468,Wason,Manu Connection,Santa Cruz Clara,TabathaWWason@dayrep.com,231-893-9634,CareerContract.com,Manufacturing,Trade Show,Pre Qualified,"08 Dec, 2020 00:10:00",Yes,December
4469,Kim,First Choice Garden Maintenance,Lazar Mathew,KarenRKim@fleckens.hu,610-567-0653,SimpleSpy.com,Consulting,Advertisement,Contact in Future,"08 Dec, 2020 00:10:00",Yes,December
3200,Jones,Chi-Chi's,Tina Thomas,JulianaCJones@fleckens.hu,630-481-3315,FieldResearcher.com,Government/Military,Advertisement,Contacted,"08 Dec, 2020 00:10:00",No,December
3201,Casey,Standard Brands Paint Company,Thomas Mondrake,BrianRCasey@teleworm.us,260-504-4869,TerrificApps.com,Service Provider,Advertisement,Junk Lead,"08 Dec, 2020 00:10:00",Yes,December
3202,Ross,Sunny's Surplus,Rozario Diego,SharonWRoss@dayrep.com,504-522-6522,GreenShreveport.com,Pharma,External Referral,Attempted to Contact,"08 Dec, 2020 00:10:00",Yes,December
3203,Stephens,Olympic Sports,Pete Zachariah,LeaDStephens@einrot.com,210-818-1936,GotForum.com,Service Provider,Advertisement,Pre Qualified,"08 Dec, 2020 00:10:00",Yes,December
3204,Brown,Williams Bros.,Augustine Paul,ClaudeABrown@gustr.com,508-331-7510,OpenWeddings.com,Technology,Partner,Contact in Future,"08 Dec, 2020 00:10:00",Yes,December
1935,Wall,Infinite Wealth,Harold Pawlan,StephenSWall@gustr.com,617-287-4947,VerifiedStats.com,Pharma,Web Research,Contacted,"08 Dec, 2020 00:10:00",Yes,December
1936,Maestas,Twin Food Stores,Santa Cruz Clara,GenevaCMaestas@dayrep.com,912-767-1635,PlusApps.com,Service Provider,Trade Show,Junk Lead,"08 Dec, 2020 00:10:00",Yes,December
1937,Turner,Museum Company,Tina Thomas,JeromeDTurner@jourrapide.com,480-650-8885,ScrubLess.com,Communications,Web Research,Attempted to Contact,"08 Dec, 2020 00:10:00",Yes,December
1938,Arms,id Boutiques,Thomas Mondrake,StevenSArms@teleworm.us,904-344-5857,OrlandoBakery.com,Manufacturing,Public Relations,Pre Qualified,"08 Dec, 2020 00:10:00",Yes,December
1939,Cooper,Smitty's Marketplace,Rozario Diego,RitaDCooper@rhyta.com,954-561-9824,LawnReplace.com,Manufacturing,Public Relations,Contact in Future,"08 Dec, 2020 00:10:00",Yes,December
1941,Toribio,AM/PM Camp,Augustine Paul,MaryannRToribio@superrito.com,931-314-9777,FabulousAgents.com,IT Services,External Referral,Not Contacted,"07 Dec, 2020 00:10:00",Yes,December
1942,Daniel,AM/PM Camp,Lazar Mathew,MitchellTDaniel@armyspy.com,262-983-5635,FuelGun.com,Pharma,Public Relations,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
1943,Low,Home Quarters Warehouse,Lazar Mathew,JohnALow@rhyta.com,210-858-5272,LawAlarm.com,Technology,Web Research,Contact in Future,"07 Dec, 2020 00:10:00",Yes,December
1944,Karr,Weathervane,Pete Zachariah,ShirleyFKarr@fleckens.hu,925-940-3985,StreamDVDs.com,Education,Online Store,Contacted,"07 Dec, 2020 00:10:00",Yes,December
1945,Trombley,Galyan's,Thomas Mondrake,KennethPTrombley@superrito.com,636-627-0583,DriverRules.com,Education,Partner,Junk Lead,"07 Dec, 2020 00:10:00",Yes,December
1946,Worthen,Earl Abel's,Santa Cruz Clara,JeanDWorthen@armyspy.com,610-973-1930,GlobalTreatments.com,Government/Military,Partner,Attempted to Contact,"07 Dec, 2020 00:10:00",Yes,December
1947,Luong,Cherry & Webb,Roger Terrence,LuciaJLuong@einrot.com,239-459-7388,CoachConference.com,Financial Services,Trade Show,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
4471,Smith,Cloth World,Harold Pawlan,DavidDSmith@fleckens.hu,770-707-8821,OlderPhones.com,Pharma,Public Relations,Not Contacted,"07 Dec, 2020 00:10:00",Yes,December
4472,Allshouse,Hudson's MensWear,Rozario Diego,VictoriaLAllshouse@einrot.com,517-415-7125,FraternityNetwork.com,IT Services,Employee Referral,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
4473,Jackson,Ideal Garden Management,Harold Pawlan,RickMJackson@gustr.com,843-527-8747,GradDay.com,Service Provider,Cold Call,Contact in Future,"07 Dec, 2020 00:10:00",Yes,December
4474,Clement,Fedco,David Love,BettyRClement@einrot.com,917-564-4889,InternationalWords.com,Technology,Trade Show,Contacted,"07 Dec, 2020 00:10:00",Yes,December
4475,Weir,Xray Eye & Vision Clinics,Harold Pawlan,MaryBWeir@einrot.com,818-893-5537,BridgeFinder.com,Financial Services,Online Store,Junk Lead,"07 Dec, 2020 00:10:00",Yes,December
4476,Regan,Childrens Bargain Town,David Love,RamonPRegan@armyspy.com,240-606-0761,LoungeHead.com,Pharma,External Referral,Attempted to Contact,"07 Dec, 2020 00:10:00",Yes,December
4477,Dorris,Just For Fun,Rozario Diego,JosephJDorris@jourrapide.com,305-812-7314,CablingSupply.com,Consulting,Web Research,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
3206,Green,E-zhe Source,Lazar Mathew,MarieDGreen@fleckens.hu,478-962-1072,MassAdvertisement.com,IT Services,Cold Call,Not Contacted,"07 Dec, 2020 00:10:00",Yes,December
3207,Fidler,Quality Event Planner,Pete Zachariah,BillyMFidler@dayrep.com,817-645-7723,BrowserWireless.com,Technology,Partner,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
3208,Thompson,Handy Dan,Thomas Mondrake,CarrieEThompson@gustr.com,940-224-4929,PearCard.com,Consulting,Web Research,Contact in Future,"07 Dec, 2020 00:10:00",Yes,December
3209,Ward,A. L. Price,Santa Cruz Clara,SusanFWard@armyspy.com,402-619-1665,WorthJet.com,Government/Military,Public Relations,Contacted,"07 Dec, 2020 00:10:00",Yes,December
3210,Rodriguez,Frank and Seder,Roger Terrence,AnnieRRodriguez@cuvox.de,907-482-2446,EscrowEtc.com,Pharma,Partner,Junk Lead,"07 Dec, 2020 00:10:00",Yes,December
3211,Caudill,Shoe Kicks,Pete Zachariah,JohnnieKCaudill@fleckens.hu,330-283-5739,DoctorArchives.com,Pharma,Online Store,Attempted to Contact,"07 Dec, 2020 00:10:00",Yes,December
3212,Luby,Carl Durfees,Thomas Mondrake,SylviaPLuby@cuvox.de,215-782-4407,OptionListing.com,Government/Military,Partner,Pre Qualified,"07 Dec, 2020 00:10:00",Yes,December
1948,Lemley,Gamma Gas,Pete Zachariah,NicoleJLemley@rhyta.com,478-827-6465,MoneyIntro.com,Financial Services,Sales Mail Alias,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
1949,Munoz,Wheels Discount Auto,Thomas Mondrake,MarcEMunoz@jourrapide.com,213-520-7415,PersonBuilder.com,Communications,Trade Show,Lost Lead,"06 Dec, 2020 00:10:00",Yes,December
1950,Monn,Tower Records,David Love,TimEMonn@rhyta.com,401-427-6786,MarineJets.com,Technology,External Referral,Not Contacted,"06 Dec, 2020 00:10:00",Yes,December
1951,Delgado,Superior Interactive,Roger Terrence,EricNDelgado@einrot.com,650-690-0246,CelebResearch.com,Consulting,Public Relations,Pre Qualified,"06 Dec, 2020 00:10:00",Yes,December
1952,Shutt,Lawn N' Order Garden Care,Tina Thomas,KimberlyMShutt@cuvox.de,510-867-7005,FemaleTeam.com,Manufacturing,Public Relations,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
1953,Russell,Lionel Playworld,Thomas Mondrake,SaraERussell@einrot.com,718-913-0841,ShotBuilder.com,Government/Military,Partner,Contacted,"06 Dec, 2020 00:10:00",Yes,December
4478,Kerrick,Unity Frankford Stores,Thomas Mondrake,JoelPKerrick@jourrapide.com,602-801-8388,LocationClub.com,Education,Cold Call,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
4479,Garcia,Erb Lumber,Lazar Mathew,LuellaGGarcia@dayrep.com,731-287-8148,ForeignShow.com,Communications,Advertisement,Lost Lead,"06 Dec, 2020 00:10:00",Yes,December
4480,Glover,Security Sporting Goods,Thomas Mondrake,AntwanDGlover@gustr.com,801-698-1857,BoiseTaxis.com,Financial Services,Online Store,Not Contacted,"06 Dec, 2020 00:10:00",Yes,December
4481,Kee,Deco Refreshments Inc.,Santa Cruz Clara,ArianaCKee@cuvox.de,781-783-6860,CollectibleTies.com,Technology,Web Research,Pre Qualified,"06 Dec, 2020 00:10:00",Yes,December
4482,Perez,Sky High Financial Advice,Pete Zachariah,HallieBPerez@teleworm.us,781-334-0710,AdvertisingCDs.com,Communications,Web Research,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
4483,Miller,Geri's Hamburgers,Thomas Mondrake,EstherWMiller@armyspy.com,316-978-7099,FraternityPhotos.com,Communications,External Referral,Contacted,"06 Dec, 2020 00:10:00",Yes,December
3213,Adams,GEX,David Love,JerryJAdams@fleckens.hu,415-448-1827,CarClues.com,Service Provider,Sales Mail Alias,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
3214,Medina,Great Western,Roger Terrence,JasonLMedina@gustr.com,708-412-8106,MysteryRebates.com,Government/Military,Public Relations,Lost Lead,"06 Dec, 2020 00:10:00",No,December
3215,Galusha,Heilig-Meyers,Tina Thomas,CarolDGalusha@armyspy.com,831-784-3647,QuizMinds.com,Technology,Public Relations,Not Contacted,"06 Dec, 2020 00:10:00",Yes,December
3216,Romero,Lechmere,Thomas Mondrake,DelbertJRomero@superrito.com,806-638-3236,HairEnhancer.com,Consulting,Trade Show,Pre Qualified,"06 Dec, 2020 00:10:00",Yes,December
3217,Brown,Practi-Plan,Roger Terrence,HermanCBrown@armyspy.com,863-297-6225,BakeryReview.com,Service Provider,Online Store,Contact in Future,"06 Dec, 2020 00:10:00",Yes,December
3218,Saulter,Audio Visions,Santa Cruz Clara,KristinJSaulter@einrot.com,503-773-1872,SemiYearly.com,Government/Military,Employee Referral,Contacted,"06 Dec, 2020 00:10:00",Yes,December
4501,Walker,Afforda Merchant Services,Santa Cruz Clara,RobertaCWalker@rhyta.com,406-365-7793,XRoofing.com,Government/Military,Web Research,Contacted,"26 Nov, 2020 00:10:00",Yes,November
3222,Brewster,Gantos,Harold Pawlan,EileenTBrewster@armyspy.com,602-476-6956,CarryLive.com,Communications,Advertisement,Contact in Future,"26 Nov, 2020 00:10:00",Yes,November
3225,Bui,Mr. Clark's Appliances,Pete Zachariah,EmmaWBui@teleworm.us,212-620-5903,TheDistorted.com,Consulting,External Referral,Pre Qualified,"26 Nov, 2020 00:10:00",Yes,November
3233,Tolbert,Chief Auto Parts,Jasmine Frank,DoloresTTolbert@cuvox.de,415-507-9892,PasswordPals.com,Pharma,Advertisement,Contacted,"26 Nov, 2020 00:10:00",Yes,November
1955,Applewhite,Fellowship Investments,Santa Cruz Clara,DavidMApplewhite@superrito.com,315-457-6674,GoalForum.com,Manufacturing,Cold Call,Attempted to Contact,"26 Nov, 2020 00:10:00",Yes,November
3236,Ross,American Appliance,Tina Thomas,FelixDRoss@rhyta.com,870-542-7544,WirelessSchedule.com,Technology,Cold Call,Contacted,"26 Nov, 2020 00:10:00",Yes,November
1957,Rhodes,Bell Markets,Rozario Diego,WhitneyDRhodes@rhyta.com,305-538-9041,DomainQuestion.com,Financial Services,External Referral,Contact in Future,"26 Nov, 2020 00:10:00",Yes,November
1960,Figueroa,Monk House Sales,Roger Terrence,PatriciaDFigueroa@teleworm.us,609-748-9743,AutomobileRugs.com,Communications,Sales Mail Alias,Pre Qualified,"26 Nov, 2020 00:10:00",Yes,November
